id,comp,target,fert,light,cage_rand1,cage_rand2,biomass,status,comp_treat,family_tar,family_comp
AH_158,Epilobium_hirsutum,Epilobium_hirsutum,high,high light,2,2,2.5872,native,intra,Onagraceae,Onagraceae
AH_159,Eragrostis_minor,Eragrostis_minor,high,high light,1,4,0.3613,alien,intra,Poaceae,Poaceae
AH_160,Vulpia_myuros,Vulpia_myuros,high,high light,4,1,0.4721,native,intra,Poaceae,Poaceae
AH_161,Cardamine_hirsuta,Cardamine_hirsuta,low,low light,6,7,0.4708,native,intra,Brassicaceae,Brassicaceae
AH_162,Diplotaxis_muralis,Diplotaxis_muralis,low,low light,5,6,0.3981,alien,intra,Brassicaceae,Brassicaceae
AH_163,Galinsoga_parviflora,Galinsoga_parviflora,low,low light,7,6,1.7127,alien,intra,Compositae,Compositae
AH_164,Hieracium_pilosella,Hieracium_pilosella,low,low light,8,7,0.4154,native,intra,Compositae,Compositae
AH_165,Elsholtzia_ciliata,Elsholtzia_ciliata,low,low light,7,5,0.8942,alien,intra,Lamiaceae,Lamiaceae
AH_166,Mentha_longifolia,Mentha_longifolia,low,low light,8,6,0.8854,native,intra,Lamiaceae,Lamiaceae
AH_167,Prunella_vulgaris,Prunella_vulgaris,low,low light,5,8,0.4694,native,intra,Lamiaceae,Lamiaceae
AH_168,Salvia_verticillata,Salvia_verticillata,low,low light,6,7,1.5213,alien,intra,Lamiaceae,Lamiaceae
AH_169,Medicago_falcata,Medicago_falcata,low,low light,6,8,0.2491,native,intra,Leguminosae,Leguminosae
AH_170,Medicago_lupulina,Medicago_lupulina,low,low light,8,8,0.5176,native,intra,Leguminosae,Leguminosae
AH_171,Onobrychis_viciifolia,Onobrychis_viciifolia,low,low light,5,5,0.4553,alien,intra,Leguminosae,Leguminosae
AH_172,Vicia_villosa,Vicia_villosa,low,low light,7,6,0.4435,alien,intra,Leguminosae,Leguminosae
AH_173,Epilobium_ciliatum,Epilobium_ciliatum,low,low light,5,7,0.9046,alien,intra,Onagraceae,Onagraceae
AH_174,Epilobium_hirsutum,Epilobium_hirsutum,low,low light,8,5,0.7841,native,intra,Onagraceae,Onagraceae
AH_176,Vulpia_myuros,Vulpia_myuros,low,low light,7,7,0.2238,native,intra,Poaceae,Poaceae
AH_177,Cardamine_hirsuta,Cardamine_hirsuta,high,low light,5,7,0.8841,native,intra,Brassicaceae,Brassicaceae
AH_178,Diplotaxis_muralis,Diplotaxis_muralis,high,low light,8,8,1.0019,alien,intra,Brassicaceae,Brassicaceae
AH_179,Galinsoga_parviflora,Galinsoga_parviflora,high,low light,7,8,1.2634,alien,intra,Compositae,Compositae
AH_180,Hieracium_pilosella,Hieracium_pilosella,high,low light,6,5,0.5728,native,intra,Compositae,Compositae
AH_181,Elsholtzia_ciliata,Elsholtzia_ciliata,high,low light,7,7,0.7645,alien,intra,Lamiaceae,Lamiaceae
AH_182,Mentha_longifolia,Mentha_longifolia,high,low light,5,6,2.1284,native,intra,Lamiaceae,Lamiaceae
AH_183,Prunella_vulgaris,Prunella_vulgaris,high,low light,6,8,0.4825,native,intra,Lamiaceae,Lamiaceae
AH_184,Salvia_verticillata,Salvia_verticillata,high,low light,8,6,1.8273,alien,intra,Lamiaceae,Lamiaceae
AH_185,Medicago_falcata,Medicago_falcata,high,low light,8,5,0.5682,native,intra,Leguminosae,Leguminosae
AH_186,Medicago_lupulina,Medicago_lupulina,high,low light,7,6,1.2013,native,intra,Leguminosae,Leguminosae
AH_187,Onobrychis_viciifolia,Onobrychis_viciifolia,high,low light,5,5,1.2735,alien,intra,Leguminosae,Leguminosae
AH_188,Vicia_villosa,Vicia_villosa,high,low light,6,8,0.5214,alien,intra,Leguminosae,Leguminosae
AH_189,Epilobium_ciliatum,Epilobium_ciliatum,high,low light,8,8,2.4091,alien,intra,Onagraceae,Onagraceae
AH_190,Epilobium_hirsutum,Epilobium_hirsutum,high,low light,5,8,2.2405,native,intra,Onagraceae,Onagraceae
AH_192,Vulpia_myuros,Vulpia_myuros,high,low light,7,5,1.2887,native,intra,Poaceae,Poaceae
AH_193,Cardamine_hirsuta,Diplotaxis_muralis,low,high light,2,1,0.5036,alien,inter,Brassicaceae,Brassicaceae
AH_194,Hieracium_pilosella,Galinsoga_parviflora,low,high light,3,1,2.3364,alien,inter,Compositae,Compositae
AH_195,Mentha_longifolia,Elsholtzia_ciliata,low,high light,1,1,0.7054,alien,inter,Lamiaceae,Lamiaceae
AH_196,Prunella_vulgaris,Salvia_verticillata,low,high light,4,3,1.5702,alien,inter,Lamiaceae,Lamiaceae
AH_197,Medicago_falcata,Onobrychis_viciifolia,low,high light,3,2,0.3191,alien,inter,Leguminosae,Leguminosae
AH_198,Medicago_lupulina,Vicia_villosa,low,high light,1,2,0.4283,alien,inter,Leguminosae,Leguminosae
AH_199,Epilobium_hirsutum,Epilobium_ciliatum,low,high light,4,4,1.0175,alien,inter,Onagraceae,Onagraceae
AH_200,Vulpia_myuros,Eragrostis_minor,low,high light,2,3,1.0451,alien,inter,Poaceae,Poaceae
AH_201,Vulpia_myuros,Galinsoga_parviflora,low,high light,3,2,2.5236,alien,inter,Compositae,Poaceae
AH_202,Hieracium_pilosella,Vicia_villosa,low,high light,4,2,0.1673,alien,inter,Leguminosae,Compositae
AH_203,Cardamine_hirsuta,Eragrostis_minor,low,high light,1,2,2.0506,alien,inter,Poaceae,Brassicaceae
AH_204,Cardamine_hirsuta,Elsholtzia_ciliata,low,high light,2,3,0.9924,alien,inter,Lamiaceae,Brassicaceae
AH_205,Cardamine_hirsuta,Galinsoga_parviflora,low,high light,3,1,1.7236,alien,inter,Compositae,Brassicaceae
AH_206,Prunella_vulgaris,Onobrychis_viciifolia,low,high light,4,1,0.6361,alien,inter,Leguminosae,Lamiaceae
AH_207,Mentha_longifolia,Eragrostis_minor,low,high light,2,1,2.2085,alien,inter,Poaceae,Lamiaceae
AH_208,Prunella_vulgaris,Elsholtzia_ciliata,low,high light,1,3,1.0551,alien,inter,Lamiaceae,Lamiaceae
AH_209,Medicago_lupulina,Diplotaxis_muralis,low,high light,2,1,0.6134,alien,inter,Brassicaceae,Leguminosae
AH_210,Cardamine_hirsuta,Salvia_verticillata,low,high light,1,3,3.0208,alien,inter,Lamiaceae,Brassicaceae
AH_211,Cardamine_hirsuta,Epilobium_ciliatum,low,high light,3,3,1.4509,alien,inter,Onagraceae,Brassicaceae
AH_212,Mentha_longifolia,Epilobium_ciliatum,low,high light,4,4,0.9911,alien,inter,Onagraceae,Lamiaceae
AH_213,Medicago_falcata,Diplotaxis_muralis,low,high light,2,2,0.9004,alien,inter,Brassicaceae,Leguminosae
AH_214,Hieracium_pilosella,Elsholtzia_ciliata,low,high light,1,4,0.9516,alien,inter,Lamiaceae,Compositae
AH_215,Prunella_vulgaris,Vicia_villosa,low,high light,3,4,0.6992,alien,inter,Leguminosae,Lamiaceae
AH_216,Medicago_falcata,Galinsoga_parviflora,low,high light,4,2,0.1175,alien,inter,Compositae,Leguminosae
AH_217,Prunella_vulgaris,Diplotaxis_muralis,low,high light,3,3,2.3809,alien,inter,Brassicaceae,Lamiaceae
AH_218,Mentha_longifolia,Onobrychis_viciifolia,low,high light,2,4,0.1824,alien,inter,Leguminosae,Lamiaceae
AH_219,Medicago_lupulina,Galinsoga_parviflora,low,high light,4,3,2.9874,alien,inter,Compositae,Leguminosae
AH_220,Hieracium_pilosella,Diplotaxis_muralis,low,high light,1,2,1.4935,alien,inter,Brassicaceae,Compositae
AH_221,Prunella_vulgaris,Galinsoga_parviflora,low,high light,2,3,3.4533,alien,inter,Compositae,Lamiaceae
AH_222,Medicago_falcata,Epilobium_ciliatum,low,high light,4,3,1.5265,alien,inter,Onagraceae,Leguminosae
AH_223,Mentha_longifolia,Galinsoga_parviflora,low,high light,3,4,2.4707,alien,inter,Compositae,Lamiaceae
AH_224,Vulpia_myuros,Epilobium_ciliatum,low,high light,1,2,1.2013,alien,inter,Onagraceae,Poaceae
AH_225,Cardamine_hirsuta,Diplotaxis_muralis,high,high light,3,1,2.6618,alien,inter,Brassicaceae,Brassicaceae
AH_226,Hieracium_pilosella,Galinsoga_parviflora,high,high light,2,4,0.2759,alien,inter,Compositae,Compositae
AH_227,Mentha_longifolia,Elsholtzia_ciliata,high,high light,1,3,1.6981,alien,inter,Lamiaceae,Lamiaceae
AH_228,Prunella_vulgaris,Salvia_verticillata,high,high light,4,4,4.7481,alien,inter,Lamiaceae,Lamiaceae
AH_229,Medicago_falcata,Onobrychis_viciifolia,high,high light,4,1,0.7028,alien,inter,Leguminosae,Leguminosae
AH_230,Medicago_lupulina,Vicia_villosa,high,high light,3,3,0.7682,alien,inter,Leguminosae,Leguminosae
AH_231,Epilobium_hirsutum,Epilobium_ciliatum,high,high light,2,1,2.408,alien,inter,Onagraceae,Onagraceae
AH_232,Vulpia_myuros,Eragrostis_minor,high,high light,1,4,4.9661,alien,inter,Poaceae,Poaceae
AH_233,Vulpia_myuros,Galinsoga_parviflora,high,high light,2,3,4.4802,alien,inter,Compositae,Poaceae
AH_234,Hieracium_pilosella,Vicia_villosa,high,high light,1,1,0.4791,alien,inter,Leguminosae,Compositae
AH_235,Cardamine_hirsuta,Eragrostis_minor,high,high light,4,4,3.4094,alien,inter,Poaceae,Brassicaceae
AH_236,Cardamine_hirsuta,Elsholtzia_ciliata,high,high light,3,2,1.599,alien,inter,Lamiaceae,Brassicaceae
AH_237,Cardamine_hirsuta,Galinsoga_parviflora,high,high light,3,4,4.6135,alien,inter,Compositae,Brassicaceae
AH_238,Prunella_vulgaris,Onobrychis_viciifolia,high,high light,2,2,1.1358,alien,inter,Leguminosae,Lamiaceae
AH_239,Mentha_longifolia,Eragrostis_minor,high,high light,4,1,1.9017,alien,inter,Poaceae,Lamiaceae
AH_240,Prunella_vulgaris,Elsholtzia_ciliata,high,high light,1,1,1.169,alien,inter,Lamiaceae,Lamiaceae
AH_241,Medicago_lupulina,Diplotaxis_muralis,high,high light,4,4,2.9427,alien,inter,Brassicaceae,Leguminosae
AH_242,Cardamine_hirsuta,Salvia_verticillata,high,high light,1,2,4.9793,alien,inter,Lamiaceae,Brassicaceae
AH_244,Mentha_longifolia,Epilobium_ciliatum,high,high light,2,1,1.7815,alien,inter,Onagraceae,Lamiaceae
AH_245,Medicago_falcata,Diplotaxis_muralis,high,high light,3,2,3.3226,alien,inter,Brassicaceae,Leguminosae
AH_246,Hieracium_pilosella,Elsholtzia_ciliata,high,high light,4,3,2.1238,alien,inter,Lamiaceae,Compositae
AH_247,Prunella_vulgaris,Vicia_villosa,high,high light,1,4,2.8435,alien,inter,Leguminosae,Lamiaceae
AH_248,Medicago_falcata,Galinsoga_parviflora,high,high light,2,2,4.1523,alien,inter,Compositae,Leguminosae
AH_249,Prunella_vulgaris,Diplotaxis_muralis,high,high light,4,2,4.9591,alien,inter,Brassicaceae,Lamiaceae
AH_250,Mentha_longifolia,Onobrychis_viciifolia,high,high light,1,3,3.587,alien,inter,Leguminosae,Lamiaceae
AH_251,Medicago_lupulina,Galinsoga_parviflora,high,high light,2,2,3.9914,alien,inter,Compositae,Leguminosae
AH_252,Hieracium_pilosella,Diplotaxis_muralis,high,high light,3,1,2.7471,alien,inter,Brassicaceae,Compositae
AH_253,Prunella_vulgaris,Galinsoga_parviflora,high,high light,2,3,2.3738,alien,inter,Compositae,Lamiaceae
AH_254,Medicago_falcata,Epilobium_ciliatum,high,high light,1,1,4.0137,alien,inter,Onagraceae,Leguminosae
AH_255,Mentha_longifolia,Galinsoga_parviflora,high,high light,4,1,5.7613,alien,inter,Compositae,Lamiaceae
AH_256,Vulpia_myuros,Epilobium_ciliatum,high,high light,3,3,3.7915,alien,inter,Onagraceae,Poaceae
AH_257,Cardamine_hirsuta,Diplotaxis_muralis,low,low light,6,7,0.6935,alien,inter,Brassicaceae,Brassicaceae
AH_258,Hieracium_pilosella,Galinsoga_parviflora,low,low light,5,8,3.6672,alien,inter,Compositae,Compositae
AH_260,Prunella_vulgaris,Salvia_verticillata,low,low light,8,5,1.2528,alien,inter,Lamiaceae,Lamiaceae
AH_261,Medicago_falcata,Onobrychis_viciifolia,low,low light,7,6,0.5864,alien,inter,Leguminosae,Leguminosae
AH_262,Medicago_lupulina,Vicia_villosa,low,low light,8,6,0.3445,alien,inter,Leguminosae,Leguminosae
AH_263,Epilobium_hirsutum,Epilobium_ciliatum,low,low light,6,6,0.9153,alien,inter,Onagraceae,Onagraceae
AH_264,Vulpia_myuros,Eragrostis_minor,low,low light,5,8,0.6341,alien,inter,Poaceae,Poaceae
AH_265,Vulpia_myuros,Galinsoga_parviflora,low,low light,6,6,1.6672,alien,inter,Compositae,Poaceae
AH_266,Hieracium_pilosella,Vicia_villosa,low,low light,8,7,0.3764,alien,inter,Leguminosae,Compositae
AH_267,Cardamine_hirsuta,Eragrostis_minor,low,low light,7,8,0.2254,alien,inter,Poaceae,Brassicaceae
AH_268,Cardamine_hirsuta,Elsholtzia_ciliata,low,low light,5,7,1.0249,alien,inter,Lamiaceae,Brassicaceae
AH_269,Cardamine_hirsuta,Galinsoga_parviflora,low,low light,6,7,0.3451,alien,inter,Compositae,Brassicaceae
AH_270,Prunella_vulgaris,Onobrychis_viciifolia,low,low light,8,7,0.349,alien,inter,Leguminosae,Lamiaceae
AH_271,Mentha_longifolia,Eragrostis_minor,low,low light,7,5,0.2123,alien,inter,Poaceae,Lamiaceae
AH_272,Prunella_vulgaris,Elsholtzia_ciliata,low,low light,5,5,0.9166,alien,inter,Lamiaceae,Lamiaceae
AH_273,Medicago_lupulina,Diplotaxis_muralis,low,low light,8,7,1.1307,alien,inter,Brassicaceae,Leguminosae
AH_274,Cardamine_hirsuta,Salvia_verticillata,low,low light,7,7,2.7782,alien,inter,Lamiaceae,Brassicaceae
AH_275,Cardamine_hirsuta,Epilobium_ciliatum,low,low light,6,8,1.2138,alien,inter,Onagraceae,Brassicaceae
AH_276,Mentha_longifolia,Epilobium_ciliatum,low,low light,5,8,1.079,alien,inter,Onagraceae,Lamiaceae
AH_277,Medicago_falcata,Diplotaxis_muralis,low,low light,8,5,0.6781,alien,inter,Brassicaceae,Leguminosae
AH_278,Hieracium_pilosella,Elsholtzia_ciliata,low,low light,5,5,0.7182,alien,inter,Lamiaceae,Compositae
AH_279,Prunella_vulgaris,Vicia_villosa,low,low light,6,5,1.5383,alien,inter,Leguminosae,Lamiaceae
AH_280,Medicago_falcata,Galinsoga_parviflora,low,low light,7,8,4.2016,alien,inter,Compositae,Leguminosae
AH_281,Prunella_vulgaris,Diplotaxis_muralis,low,low light,6,8,3.0374,alien,inter,Brassicaceae,Lamiaceae
AH_282,Mentha_longifolia,Onobrychis_viciifolia,low,low light,8,6,0.4502,alien,inter,Leguminosae,Lamiaceae
AH_283,Medicago_lupulina,Galinsoga_parviflora,low,low light,5,7,3.5921,alien,inter,Compositae,Leguminosae
AH_284,Hieracium_pilosella,Diplotaxis_muralis,low,low light,7,5,0.7683,alien,inter,Brassicaceae,Compositae
AH_285,Prunella_vulgaris,Galinsoga_parviflora,low,low light,6,7,3.272,alien,inter,Compositae,Lamiaceae
AH_286,Medicago_falcata,Epilobium_ciliatum,low,low light,7,5,0.9381,alien,inter,Onagraceae,Leguminosae
AH_287,Mentha_longifolia,Galinsoga_parviflora,low,low light,8,6,0.2151,alien,inter,Compositae,Lamiaceae
AH_288,Vulpia_myuros,Epilobium_ciliatum,low,low light,5,6,0.8874,alien,inter,Onagraceae,Poaceae
AH_289,Cardamine_hirsuta,Diplotaxis_muralis,high,low light,6,7,1.5365,alien,inter,Brassicaceae,Brassicaceae
AH_290,Hieracium_pilosella,Galinsoga_parviflora,high,low light,7,7,7.6141,alien,inter,Compositae,Compositae
AH_291,Mentha_longifolia,Elsholtzia_ciliata,high,low light,5,5,0.9439,alien,inter,Lamiaceae,Lamiaceae
AH_292,Prunella_vulgaris,Salvia_verticillata,high,low light,8,8,1.4809,alien,inter,Lamiaceae,Lamiaceae
AH_293,Medicago_falcata,Onobrychis_viciifolia,high,low light,6,5,0.6745,alien,inter,Leguminosae,Leguminosae
AH_294,Medicago_lupulina,Vicia_villosa,high,low light,7,8,1.7023,alien,inter,Leguminosae,Leguminosae
AH_295,Epilobium_hirsutum,Epilobium_ciliatum,high,low light,8,6,2.966,alien,inter,Onagraceae,Onagraceae
AH_296,Vulpia_myuros,Eragrostis_minor,high,low light,5,7,2.2127,alien,inter,Poaceae,Poaceae
AH_297,Vulpia_myuros,Galinsoga_parviflora,high,low light,8,5,0.1859,alien,inter,Compositae,Poaceae
AH_298,Hieracium_pilosella,Vicia_villosa,high,low light,7,6,2.0568,alien,inter,Leguminosae,Compositae
AH_299,Cardamine_hirsuta,Eragrostis_minor,high,low light,5,6,1.7028,alien,inter,Poaceae,Brassicaceae
AH_300,Cardamine_hirsuta,Elsholtzia_ciliata,high,low light,6,6,0.845,alien,inter,Lamiaceae,Brassicaceae
AH_301,Cardamine_hirsuta,Galinsoga_parviflora,high,low light,8,8,4.9791,alien,inter,Compositae,Brassicaceae
AH_302,Prunella_vulgaris,Onobrychis_viciifolia,high,low light,6,6,0.5384,alien,inter,Leguminosae,Lamiaceae
AH_303,Mentha_longifolia,Eragrostis_minor,high,low light,5,5,1.7035,alien,inter,Poaceae,Lamiaceae
AH_304,Prunella_vulgaris,Elsholtzia_ciliata,high,low light,7,5,0.8283,alien,inter,Lamiaceae,Lamiaceae
AH_305,Medicago_lupulina,Diplotaxis_muralis,high,low light,5,6,0.8255,alien,inter,Brassicaceae,Leguminosae
AH_306,Cardamine_hirsuta,Salvia_verticillata,high,low light,7,8,3.0992,alien,inter,Lamiaceae,Brassicaceae
AH_307,Cardamine_hirsuta,Epilobium_ciliatum,high,low light,6,7,2.4291,alien,inter,Onagraceae,Brassicaceae
AH_308,Mentha_longifolia,Epilobium_ciliatum,high,low light,8,8,1.5172,alien,inter,Onagraceae,Lamiaceae
AH_309,Medicago_falcata,Diplotaxis_muralis,high,low light,5,5,4.0718,alien,inter,Brassicaceae,Leguminosae
AH_310,Hieracium_pilosella,Elsholtzia_ciliata,high,low light,6,6,0.2909,alien,inter,Lamiaceae,Compositae
AH_311,Prunella_vulgaris,Vicia_villosa,high,low light,7,7,0.6392,alien,inter,Leguminosae,Lamiaceae
AH_312,Medicago_falcata,Galinsoga_parviflora,high,low light,8,5,7.4537,alien,inter,Compositae,Leguminosae
AH_313,Prunella_vulgaris,Diplotaxis_muralis,high,low light,5,8,1.5728,alien,inter,Brassicaceae,Lamiaceae
AH_314,Mentha_longifolia,Onobrychis_viciifolia,high,low light,8,7,0.6285,alien,inter,Leguminosae,Lamiaceae
AH_315,Medicago_lupulina,Galinsoga_parviflora,high,low light,6,7,5.7029,alien,inter,Compositae,Leguminosae
AH_316,Hieracium_pilosella,Diplotaxis_muralis,high,low light,7,6,2.0093,alien,inter,Brassicaceae,Compositae
AH_317,Prunella_vulgaris,Galinsoga_parviflora,high,low light,5,7,5.349,alien,inter,Compositae,Lamiaceae
AH_318,Medicago_falcata,Epilobium_ciliatum,high,low light,7,5,3.1217,alien,inter,Onagraceae,Leguminosae
AH_320,Vulpia_myuros,Epilobium_ciliatum,high,low light,8,5,1.6182,alien,inter,Onagraceae,Poaceae
